2027 GKS-U Available Departments,__EMPTY,__EMPTY_1,__EMPTY_2,__EMPTY_3,__EMPTY_4,__EMPTY_5,__EMPTY_6,__EMPTY_7,__EMPTY_8,__EMPTY_9,__EMPTY_10,__EMPTY_11,__EMPTY_12,__EMPTY_13,__EMPTY_14,__EMPTY_15,__EMPTY_16,Source_File,Sheet_Name,2027 GKS-Korea University Available Departments for Undergraduate Degrees,__EMPTY_17
33,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,융합보안공학과,Convergence Security Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/cse/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
34,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,서비스디자인공학과,Services and Design Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/serdesign/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
35,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,간호학과,Nursing Science,자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/nurse/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
36,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,의류산업학과,Fashion Industry,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/insbeauty/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
37,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,소비자산업학과,Consumer Science Industry,사회,Social Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/family/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
38,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,뷰티산업학과,Beauty Industry,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/insbeauty/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
39,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,스포츠과학부(스포츠레저전공),School of Sports and Science(Sports and Leisure Major),예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/sportsscience/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
40,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,스포츠과학부(운동재활전공),School of Sports and Science(Exercise Rehabilitation Major),예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/sportsscience/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
41,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,교육학과,Education,교육,Education,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/education/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
42,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,사회교육과,Social Studies Education,교육,Education,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/edusociety/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
43,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,윤리교육과,Ethics Education,교육,Education,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/eduethics/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
44,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,한문교육과,Chinese Classics Education,교육,Education,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/educhinese/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
45,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,유아교육과,Early Childhood Education,교육,Education,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/edukids/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
46,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,동양화과,Oriental Painting,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/orient/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
47,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,서양화과,Western Painting,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/western/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
48,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,조소과,Sculpture,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/carving/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
49,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,공예과,Crafts,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/crafts/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
50,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,디자인과,Desgin,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/sites/design/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
51,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,성악과,Vocal Music,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/vocal/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
52,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,기악과,Instrumental Music,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/instrumental/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
53,성신여자대학교,Sungshin Women's University,Embassy Track,A,Seoul,작곡과,Composition,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://www.sungshin.ac.kr/composition/index.do,+82-2-920-7994,Open to female applicants only,available departments (5).xlsx,Sungshin Women's University,,
No.,대학명,"University
(대학알리미 공시 명칭)","Application
Track",Embassy Track Type,Campus Location,학과명,"Department
(대학알리미 공시 명칭)",학과계열,"Field of Study
(Division)",Degree Program,"Period
(years)",Medium of Instruction,Required TOPIK for Admission after Language Program,Program starts,Website URL for detailed information,Telephone for detailed information,Remarks,available departments (6).xlsx,The Catholic University Of Kore,,
1,가톨릭대학교,The Catholic University Of Korea,Embassy Track,A,"Bucheon-si, /Gyeonggi-do",국어국문학과,Korean Language & Literature,인문사회,Humanities and social science,bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://korean.catholic.ac.kr/korean/index.do,82-2-2164-4823,,available departments (6).xlsx,The Catholic University Of Kore,,
2,가톨릭대학교,The Catholic University Of Korea,Embassy Track,A,"Bucheon-si, /Gyeonggi-do",철학과,Philosophy,인문사회,Humanities and social science,bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://philosophy.catholic.ac.kr/philosophy/index.do,82-2-2164-4823,,available departments (6).xlsx,The Catholic University Of Kore,,
3,가톨릭대학교,The Catholic University Of Korea,Embassy Track,A,"Bucheon-si, /Gyeonggi-do",국사학과,Korean History,인문사회,Humanities and social science,bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://koreanhistory.catholic.ac.kr/koreanhistory/index.do,82-2-2164-4823,,available departments (6).xlsx,The Catholic University Of Kore,,
4,가톨릭대학교,The Catholic University Of Korea,Embassy Track,A,"Bucheon-si, /Gyeonggi-do",영어영문학부,English Language & Literature,인문사회,Humanities and social science,bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://english.catholic.ac.kr/english/index.do,82-2-2164-4823,,available departments (6).xlsx,The Catholic University Of Kore,,
5,가톨릭대학교,The Catholic University Of Korea,Embassy Track,A,"Bucheon-si, /Gyeonggi-do",중국언어문화학과,Chinese Language & Culture,인문사회,Humanities and social science,bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://cn.catholic.ac.kr/cn/index.do,82-2-2164-4823,,available departments (6).xlsx,The Catholic University Of Kore,,
6,가톨릭대학교,The Catholic University Of Korea,Embassy Track,A,"Bucheon-si, /Gyeonggi-do",일어일본문화학과,Japanese Language & Culture,인문사회,Humanities and social science,bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://japanese.catholic.ac.kr/japanese/index.do,82-2-2164-4823,,available departments (6).xlsx,The Catholic University Of Kore,,
7,가톨릭대학교,The Catholic University Of Korea,Embassy Track,A,"Bucheon-si, /Gyeonggi-do",프랑스어문화학과,French Language and Culture,인문사회,Humanities and social science,bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://french.catholic.ac.kr/french/index.do,82-2-2164-4823,,available departments (6).xlsx,The Catholic University Of Kore,,
8,가톨릭대학교,The Catholic University Of Korea,Embassy Track,A,"Bucheon-si, /Gyeonggi-do",사회복지학과,Social Welfare,인문사회,Humanities and social sciences,bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://socialwelfare.catholic.ac.kr/socialwelfare/index.do,82-2-2164-4823,,available departments (6).xlsx,The Catholic University Of Kore,,
9,가톨릭대학교,The Catholic University Of Korea,Embassy Track,A,"Bucheon-si, /Gyeonggi-do",심리학과,Psychology,인문사회,Humanities and social sciences,bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://psychology.catholic.ac.kr/psychology/index.do,82-2-2164-4823,,available departments (6).xlsx,The Catholic University Of Kore,,
10,가톨릭대학교,The Catholic University Of Korea,Embassy Track,A,"Bucheon-si, /Gyeonggi-do",사회학과,Sociology,인문사회,Humanities and social sciences,bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sociology.catholic.ac.kr/sociology/index.do,82-2-2164-4823,,available departments (6).xlsx,The Catholic University Of Kore,,
11,가톨릭대학교,The Catholic University Of Korea,Embassy Track,A,"Bucheon-si, /Gyeonggi-do",경영학과,Business Administration,인문사회,Humanities and social sciences,bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://business.catholic.ac.kr/business/index.do,82-2-2164-4823,,available departments (6).xlsx,The Catholic University Of Kore,,
12,가톨릭대학교,The Catholic University Of Korea,Embassy Track,A,"Bucheon-si, /Gyeonggi-do",회계학과,Accounting,인문사회,Humanities and social sciences,bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://accounting.catholic.ac.kr/accounting/index.do,82-2-2164-4823,,available departments (6).xlsx,The Catholic University Of Kore,,
13,가톨릭대학교,The Catholic University Of Korea,Embassy Track,A,"Bucheon-si, /Gyeonggi-do",국제학부,International Studies,인문사회,Humanities and social sciences,bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://is.catholic.ac.kr/is/index.do,82-2-2164-4823,,available departments (6).xlsx,The Catholic University Of Kore,,
14,가톨릭대학교,The Catholic University Of Korea,Embassy Track,A,"Bucheon-si, /Gyeonggi-do",법학과,Law,인문사회,Humanities and social sciences,bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://law.catholic.ac.kr/law/index.do,82-2-2164-4823,,available departments (6).xlsx,The Catholic University Of Kore,,
